1,"Dispone l'art. 1874 del codice civile che, se la
rendita è costituita a favore di più persone:","La parte spettante al creditore premorto si
accresce a favore degli altri, salvo patto
contrario.","La parte spettante al creditore premorto non si
accresce a favore degli altri, salvo patto
contrario.","La parte spettante al creditore premorto non si
accresce in nessun caso a favore degli altri.","La parte spettante al creditore premorto si
accresce in ogni caso a favore degli altri."
558,"Secondo quanto disposto dall'art. 922 del
codice civile, la proprietà si acquista:","Per occupazione, per invenzione, per
accessione, per specificazione, per unione o
commistione per usucapione, per effetto di
contratti, per successione a causa di morte e
negli altri modi stabiliti dalla legge.",Solo per effetto di usucapione e di contratti.,"Solo per effetto per successione a causa di
morte e negli altri modi stabiliti dalla legge.","Solo per occupazione, per invenzione, per
accessione successione a causa di morte e
negli altri modi stabiliti dalla legge."
559,"Dispone l'art. 2949 del codice civile che i
diritti che derivano dai rapporti sociali, se la
società è iscritta nel registro delle imprese:",Si prescrivono in cinque anni.,Si prescrivono in dieci anni.,Si prescrivono in due anni.,Si prescrivono in tre anni.
560,"Per espressa previsione di cui all'art. 2657 del
codice civile, la trascrizione può essere
effettuata in forza di una scrittura privata?","Si, con sottoscrizione autenticata o accertata
giudizialmente.","Sì, ma solo nei casi tassativamente indicati
dalla legge.","Si, ancorché non autenticata o accertata
giudizialmente.","No, si può effettuare solo in forza di una
sentenza o atto pubblico."
561,"Oltre al caso in cui sia trascorso il periodo di
tempo previsto dall'art. 58 del codice civile
dal giorno a cui risale l'ultima notizia
dell'assente, l'art. 60 dello stesso codice
prevede che può essere dichiarata la morte
presunta:","Quando alcuno è scomparso per un infortunio
e non si hanno più notizie di lui, dopo due
anni dal giorno dell'infortunio o, se il giorno
non è conosciuto, dopo due anni dalla fine del
mese o, se neppure il mese è conosciuto, dalla
fine dell'anno in cui l'infortunio è avvenuto.","Quando alcuno è scomparso per un infortunio
e non si hanno più notizie di lui, dopo tre anni
dal giorno dell'infortunio o, se il giorno non è
conosciuto, dopo tre anni dalla fine del mese
o, se neppure il mese è conosciuto, dalla fine
dell'anno in cui l'infortunio è avvenuto.","Quando alcuno è scomparso per un infortunio
e non si hanno più notizie di lui, dopo sei
mesi dal giorno dell'infortunio o, se il giorno
non è conosciuto, dopo sei mesi dalla fine del
mese o, se neppure il mese è conosciuto, dalla
fine dell'anno in cui l'infortunio è avvenuto.","Quando alcuno è scomparso per un infortunio
e non si hanno più notizie di lui, dopo un
anno dal giorno dell'infortunio o, se il giorno
non è conosciuto, dopo un anno dalla fine del
mese o, se neppure il mese è conosciuto, dalla
fine dell'anno in cui l'infortunio è avvenuto."
562,"Ai sensi dell'art. 1382 del codice civile, la
clausola penale con cui si conviene che, in
caso di inadempimento o di ritardo
nell'adempimento, uno dei contraenti è tenuto
ad una determinata prestazione, ha:","L'effetto di limitare il risarcimento alla
prestazione promessa, se non è stata
convenuta la risarcibilità del danno ulteriore.","L'effetto di consentire in ogni caso il
risarcimento di tutti i danni subiti.","L'effetto di limitare sempre il risarcimento
alla prestazione promessa.","L'effetto di limitare il risarcimento alla
prestazione promessa, nel solo caso di prova
del danno."
563,"Dispone l'art. 2948 del codice civile che si
prescrive in cinque anni, tra l'altro:","Il capitale nominale dei titoli di Stato emessi
al portatore.",L'azione di ripetizione d'indebito.,"L'azione generale di arricchimento senza
causa.",L'azione di rivendicazione della proprietà.
564,"L'art. 32 del codice civile dispone che, nel
caso di trasformazione o di scioglimento di
un ente, al quale sono stati donati o lasciati
beni con destinazione a scopo diverso da
quello proprio dell'ente, l'autorità governativa
devolve tali beni, con lo stesso onere:","Ad altre persone giuridiche che hanno fini
analoghi.",Allo Stato.,Al Comune dove ha sede l'ente.,Al Comune dove è ubicato il bene.
565,"Quale delle seguenti affermazioni non è
conforme al disposto dell'art. 37 del codice
civile, in materia di fondo comune
dell'associazione?","Finché dura l'associazione, i singoli associati
possono sempre chiedere la divisione del
fondo comune e pretenderne la quota in caso
di recesso.","I contributi degli associati e i beni acquistati
con questi contributi costituiscono il fondo
comune dell'associazione.","Finché dura l'associazione, i singoli associati
non possono chiedere la divisione del fondo
comune.","Finché dura l'associazione, i singoli associati
non possono pretendere la quota del fondo
comune in caso di recesso."
566,"Nell'ambito delle disposizioni del Libro III,
Titolo III, del codice civile, l'art. 952 del
codice civile disciplina:",La costituzione del diritto di superficie.,La costituzione del diritto d'enfiteusi.,La costituzione del diritto d'usufrutto.,La costituzione del diritto di abitazione.
567,"A norma dell'art. 1246 del codice civile, è
corretto affermare che la compensazione non
si verifica nel caso di credito dichiarato
impignorabile?",Sì.,"No, la compensazione non si verifica solo nel
caso di credito per la restituzione di cose di
cui il proprietario sia stato ingiustamente
spogliato.","No, la compensazione non si verifica solo nel
caso di credito per la restituzione di cose
depositate o date in comodato.","No, la compensazione non si verifica solo nei
casi di rinunzia alla compensazione fatta
preventivamente dal debitore e di divieto
stabilito dalla legge."
568,"La condizione relativa ad un contratto si
considera avverata, ai sensi dell'art. 1359 del
codice civile, qualora:","Sia mancata per causa imputabile alla parte
che aveva interesse contrario all'avveramento
di essa.","Sia mancata per causa imputabile alla parte
che aveva interesse all'avveramento di essa.","Sia mancata per causa imputabile ad un terzo
o sia impossibile.","Sia mancata per causa imputabile alla parte
che aveva interesse all'avveramento di essa,
nel solo caso di condizione risolutiva."
569,"Quando l'alienazione di un diritto o
l'assunzione di un obbligo è subordinata a una
condizione sospensiva che la faccia dipendere
dalla mera volontà dell'alienante o,
rispettivamente, da quella del debitore, il
contratto, ai sensi dell'art. 1355 del codice
civile, è:","Sottoposto a condizione meramente
potestativa.",Inesistente.,"Valido, ma annullabile.","Invalido, ma sanabile."
570,"In base all'art. 901 del codice civile, le luci
che si aprono sul fondo del vicino devono
avere il lato inferiore a un'altezza:","Non minore di due metri e mezzo dal
pavimento o dal suolo del luogo al quale si
vuole dare luce e aria, se esse sono al piano
terreno, e non minore di due metri, se sono ai
piani superiori.","Non minore di un metro e mezzo dal
pavimento o dal suolo del luogo al quale si
vuole dare luce e aria, se esse sono al piano
terreno, e non minore di un metro, se sono ai
piani superiori.","Non minore di due metri dal pavimento o dal
suolo del luogo al quale si vuole dare luce e
aria, se esse sono al piano terreno, e non
minore di un metro e mezzo, se sono ai piani
superiori.","Non minore di tre metri dal pavimento o dal
suolo del luogo al quale si vuole dare luce e
aria, se esse sono al piano terreno, e non
minore di due metri e mezzo, se sono ai piani
superiori."
571,"Dispone l'art. 822, 2° comma, del codice
civile che le strade:","Fanno parte del demanio pubblico se
appartengono allo Stato.","Appartengono allo Stato e fanno parte del
patrimonio indisponibile.","Fanno sempre parte del demanio pubblico,
anche se non appartengono allo Stato.","Fanno parte del patrimonio indisponibile
dello Stato e degli enti pubblici territoriali."
572,"A mente del disposto dell'art. 1876 del codice
civile, se la rendita è costituita per la durata
della vita di persona che, al tempo del
contratto, aveva già cessato di vivere:",Il contratto è nullo.,Il contratto è annullabile.,Il contratto è inesistente.,Il contratto è inefficace.
573,"Come è definita la transazione dall'art. 1965
del codice civile?","Come il contratto col quale le parti, facendosi
reciproche concessioni, pongono fine a una
lite già incominciata o prevengono una lite
che può sorgere tra loro.","Come il contratto col quale il debitore o un
terzo si obbliga a consegnare un immobile al
creditore a garanzia del credito.","Come il contratto col quale una parte
consegna all'altra una cosa mobile o
immobile, affinché se ne serva per un tempo o
per un uso determinato, con l'obbligo di
restituire la stessa cosa ricevuta.","Come il contratto col quale una terza persona
detta fidejussore garantisce l'adempimento di
un'obbligazione altrui obbligandosi
personalmente verso il creditore."
574,"Ai sensi dell'art. 48 c.c., in materia di nomina
del curatore dello scomparso è competente:","Il tribunale del suo ultimo domicilio o
dell'ultima sua residenza.","Qualsiasi tribunale cui è rivolta istanza di
nomina.",Il Sindaco del Comune dell'ultima residenza.,"Il tribunale del luogo in cui si presume
avvenuta la scomparsa."
575,"A norma dell'art. 824 del codice civile, a
quale regime sono soggetti i cimiteri
comunali?",Al regime del demanio pubblico.,"Al regime del patrimonio indisponibile dello
Stato.","Al regime del patrimonio disponibile del
Comune.","Al regime del patrimonio indisponibile del
Comune."
576,"Ai sensi dell'art. 1861 del codice civile, la
rendita perpetua può essere costituita anche
quale onere dell'alienazione gratuita di un
immobile?",Sì.,"No, mai.","No, la rendita perpetua può essere costituita
solo quale onere della cessione gratuita di un
capitale.","No, la rendita perpetua può essere costituita
solo quale onere dell'alienazione onerosa di
un immobile o di un capitale."
577,"Secondo quanto stabilito dall'art. 1032 del
codice civile, la servitù può essere costituita
con atto dell'autorità amministrativa?","Sì, ma solo nei casi specialmente determinati
dalla legge.","No, solo con contratto.","Sì, sempre.","No, solo con sentenza."
578,"Per espressa previsione di cui all'art. 1936,
comma 1, del codice civile, colui che,
obbligandosi personalmente verso il
creditore, garantisce l'adempimento di
un'obbligazione altrui, assume la
denominazione di:",Fideiussore.,Beneficiario.,Debitore principale.,Creditore anticretico.
579,"L'art. 1328 del codice civile tratta
distintamente della revoca, rispettivamente,
della proposta e dell'accettazione;
l'accettazione della proposta contrattuale può
essere revocata?","Si, purché la revoca giunga a conoscenza del
proponente prima dell'accettazione.","Si, in ogni momento, purché non sia iniziata
l'esecuzione del contratto.","Si, entro 15 giorni dall'accettazione del
contratto.","No, l'accettazione è irrevocabile."
580,"A norma dell'art. 1809 del codice civile, se
prima del termine convenuto sopravvenga un
urgente e imprevisto bisogno del comodante,
questi può esigere la restituzione immediata
della cosa?",Si.,"No, il comodante deve comunque aspettare il
termine convenuto.","Solo se tale facoltà sia stata prevista nel
contratto di comodato.","Nessuna delle altre risposte è corretta; il c.c.
nulla dispone in merito."
581,"Quale delle seguenti affermazioni è conforme
al disposto dell'art. 2810 del codice civile?","È capace di ipoteca il diritto dell'enfiteuta e
quello del concedente sul fondo enfiteutico.","Non può essere oggetto di ipoteca il diritto di
superficie.","Sono capaci di ipoteca solo i beni immobili
che sono in commercio con le loro pertinenze.","È capace di ipoteca il diritto di uso su
qualunque bene in commercio."
582,"Ai sensi dell'art. 953 del codice civile, quando
il diritto di superficie è costituito per un
tempo determinato, allo scadere del termine il
diritto di superficie:","Si estingue e il proprietario del suolo diventa
proprietario della costruzione.","Si estingue, ma il proprietario della
costruzione ne conserva l'uso in ogni caso.","Si estingue, ma il proprietario del suolo non
diventa proprietario della costruzione.","Si estingue e il proprietario del suolo diventa
usufruttuario della costruzione."
583,"Indicare quale/i delle seguenti affermazioni
non è/sono conforme/i al disposto dell'art.
1448 del codice civile, relativo all'azione
generale di rescissione per lesione: 1)
L'azione non è ammissibile se la lesione non
eccede la metà del valore che la prestazione
eseguita o promessa dalla parte danneggiata
aveva al tempo del contratto; 2) Sono salve le
disposizioni relative alla rescissione della
divisione; 3) L'azione è esperibile anche con
riguardo ai contratti aleatori;.",La n. 3.,La n. 1 e la n. 2.,La n. 1 e la n. 3.,Tutte le tre affermazioni.
584,"Quando si è acquistato il diritto di avere
vedute dirette verso il fondo vicino, il
proprietario di questo, in base all'art. 907 del
codice civile:","Non può fabbricare a distanza minore di tre
metri, misurata a norma dell'art. 905 dello
stresso codice.","Può costruire in appoggio o in aderenza al
muro in cui sono le vedute arrestando la
nuova costruzione a un metro e mezzo sotto
la loro soglia.","Non può fabbricare a distanza minore di
cinque metri, misurata a norma dell'art. 905
dello stresso codice.","Non può fabbricare a distanza minore di
quattro metri, misurata a norma dell'art. 905
dello stresso codice."
585,"In base all'art. 1394 del codice civile, il
contratto concluso dal rappresentante in
conflitto d'interessi col rappresentato:","Può essere annullato su domanda del
rappresentato se il conflitto era conosciuto o
riconoscibile dal terzo.",É nullo.,"Può essere annullato solo su domanda del
terzo se il conflitto era conosciuto o
riconoscibile da questo.","Può essere sempre annullato su domanda del
rappresentato."
586,"A norma dell'art. 24 del codice civile, in
materia di associazioni, l'esclusione d'un
associato può essere deliberata
dall'assemblea?","Sì, ma solo per gravi motivi.","No, mai.","Sì, sempre.","No, l'assemblea può solo proporre l'azione
dinanzi all'autorità giudiziaria per disporre
l'esclusione dell'associato."
587,"In merito alla garanzia della solvenza del
debitore, l'art. 1267 del codice civile dispone
che il cedente non risponde della solvenza del
debitore, salvo che ne abbia assunto la
garanzia. In questo caso:","Ogni patto diretto ad aggravare la
responsabilità del cedente è senza effetto.","Il cedente risponde per l'intera obbligazione e
non nei limiti di quanto ha ricevuto.","La garanzia non cessa, anche se la mancata
realizzazione del credito per insolvenza del
debitore è dipesa da negligenza del
cessionario nell'iniziare o nel proseguire le
istanze contro il debitore stesso.","I patti diretti ad aggravare la responsabilità
del cedente sono consentiti espressamente e
produttivi di effetti."
588,"L'art. 244 del codice civile stabilisce che
l'azione di disconoscimento della paternità da
parte della madre deve essere proposta nel
termine di:","Sei mesi dalla nascita del figlio ovvero dal
giorno in cui è venuta a conoscenza
dell'impotenza di generare del marito al
tempo del concepimento.","Nove mesi dalla nascita del figlio ovvero dal
giorno in cui è venuta a conoscenza
dell'impotenza di generare del marito al
tempo del concepimento.","Dodici mesi dalla nascita del figlio ovvero dal
giorno in cui è venuta a conoscenza
dell'impotenza di generare del marito al
tempo del concepimento.","Dieci mesi dalla nascita del figlio ovvero dal
giorno in cui è venuta a conoscenza
dell'impotenza di generare del marito al
tempo del concepimento."
589,"In merito all'istituto dell'anatocismo, dispone
l'art. 1283 del codice civile che, in mancanza
di usi contrari, gli interessi scaduti possono
produrre interessi solo dal giorno della
domanda giudiziale o per effetto di
convenzione posteriore alla loro scadenza, e
sempre che si tratti di interessi dovuti almeno
per:",Sei mesi.,Tre mesi.,Nove mesi.,Dodici mesi.
590,"In base all'art. 1074 del codice civile,
l'impossibilità di fatto di usare della servitù e
il venir meno dell'utilità della medesima non
fanno estinguere la servitù, se non è decorso
il termine di non uso per:",Venti anni.,Trenta anni.,Cinque anni.,Dieci anni.
591,"Dispone l'art. 1226 del codice civile che, se il
danno per il ritardo nell'adempimento di
un'obbligazione non può essere provato nel
suo preciso ammontare, è liquidato dal
giudice:",Con valutazione equitativa.,"Nell'ammontare richiesto dal creditore, in
proporzione al pregiudizio dallo stesso
dimostrato a causa del ritardo.","Nell'ammontare offerto dal debitore, tenuto
conto delle sue effettive capacità.","Purché non si tratti di risarcimento di un
danno non patrimoniale."
592,"È corretto affermare, a norma dell'art. 1807
del codice civile, che se la cosa si deteriora
per solo effetto dell'uso per cui è stata
consegnata, il comodatario risponde del
deterioramento?","No, se il comodatario non ne ha colpa.","No, anche se il comodatario ne ha colpa.","Si, anche se il comodatario non ne ha colpa.","Si, anche se il comodatario non ne ha colpa
nel coso di cosa immobile."
593,"A norma dell'art. 821 del codice civile, i frutti
civili si acquistano:","Giorno per giorno in ragione della durata del
diritto.","Mese per mese in ragione della durata del
diritto.","Anno per anno in ragione della durata del
diritto.","In base alla periodicità stabilita nell'accordo
tra le parti."
594,"Cosa accade, ai sensi dell'art. 2847 del codice
civile, se prima che scada il termine previsto
dal codice civile, l'iscrizione dell'ipoteca su
beni immobili non è rinnovata?",L'effetto cessa.,"È tacitamente rinnovata per un ulteriore
periodo ventennale.","È tacitamente rinnovata per un ulteriore
periodo decennale.","È tacitamente rinnovata per un ulteriore
periodo trentennale."
595,"In materia di destinatario del pagamento, l'art.
1188 codice civile dispone che il pagamento
fatto a persona diversa dal creditore libera il
debitore:","Tra l'altro, se fatto alla persona indicata dal
creditore.","Se fatto al creditore apparente, ancorché in
mala fede.",Solo se fatto a persona autorizzata dalla legge.,"Solo se fatto alla persona indicata dal
creditore."
596,"A norma dell'art. 1573 del codice civile, salvo
diverse norme di legge, la locazione non può
stipularsi per un tempo eccedente.",I trenta anni.,I quaranta anni.,I cinquanta anni.,I sessanta anni.
597,"E' corretto affermare, a norma dell'art. 1150
del codice civile, che il possessore, anche se
di mala fede, ha diritto al rimborso delle spese
fatte per le riparazioni straordinarie?",Sì.,"No, il possessore ha diritto al rimborso solo se
in buona fede.","No, il possessore ha diritto solo ad
un'indennità per i miglioramenti recati alla
cosa, purché sussistano al tempo della
restituzione.","No, l'art. 1150 del codice civile non disciplina
tale fattispecie."
598,"Sono suscettibili di occupazione ai sensi
dell'art. 923 codice civile:","Le cose mobili che non sono di proprietà di
alcuno.","Le cose smarrite, senza l'intenzione del
proprietario di rinunciare al suo diritto.","Le cose di pregio sotterrate o nascoste, di cui
non si possa determinare il proprietario.",Gli immobili vacanti.
599,"L'art. 1325 del codice civile enuncia gli
elementi strutturali del contratto, definendoli
quali requisiti, ossia connotati che devono
essere presenti affinché una concreta
manifestazione di volontà delle parti si possa
qualificare come contratto. Non ne fa parte:",Il luogo di stipulazione.,La causa.,L'oggetto.,L'accordo delle parti.
600,"Qualora sia stata convenuta la clausola
penale, il creditore può cumulare la
prestazione principale e la penale, ai sensi
dell'art. 1383 del codice civile?","No, salvo che la penale sia stata stipulata per
il semplice ritardo.","Si, sempre.","No, mai.","Si, escluso il caso in cui la penale sia stata
stipulata per il semplice ritardo."
601,"Da chi può essere effettuata, ai sensi
dell'articolo 817 del codice civile la
destinazione di una pertinenza?","Dal proprietario della cosa principale o da chi
ha un diritto reale sulla medesima.","Solo dal proprietario della cosa principale o
da chi ne è usufruttuario.",Solo dal proprietario della cosa principale.,"Dal proprietario della cosa principale ovvero
da chi ha sulla medesima uno dei diritti reali
tassativamente indicati dal predetto articolo."
602,"Dispone l'art. 1286 del codice civile che nelle
obbligazioni alternative, ove non
diversamente pattuito, la scelta:","Diviene irrevocabile con l'esecuzione di una
delle due prestazioni, ovvero con la
dichiarazione di scelta, comunicata all'altra
parte, o ad entrambe se la scelta è fatta da un
terzo.",È sempre revocabile in qualunque momento.,È vincolante solo se accettata dal creditore.,È revocabile entro 120 giorni.
603,"In materia di risoluzione del contratto per
inadempimento, l'art. 1457 del codice civile
dispone che se il termine fissato per la
prestazione di una delle parti deve
considerarsi essenziale nell'interesse dell'altra,
questa, salvo patto o uso contrario, se vuole
esigerne l'esecuzione nonostante la scadenza
del termine, deve darne notizia all'altra parte
entro:",Tre giorni.,Sette giorni.,Dieci giorni.,Quindici giorni.
604,"A norma dell'art. 58 del codice civile, in
nessun caso la sentenza con cui il tribunale
competente dichiara presunta la morte
dell'assente può essere pronunziata se non
sono trascorsi:","Nove anni dal raggiungimento della maggiore
età dell'assente.","Cinque anni dal raggiungimento della
maggiore età dell'assente.","Tre anni dal raggiungimento della maggiore
età dell'assente.","Sette anni dal raggiungimento della maggiore
età dell'assente."
605,"Per espressa previsione di cui all'art. 2946 del
codice civile, salvi i casi in cui la legge
dispone diversamente, i diritti si estinguono
per prescrizione con il decorso:",Di dieci anni.,Di nove anni.,Di venti anni.,Di cinque anni.
606,"Quale tra le seguenti affermazioni è conforme
al disposto dell'art. 1419 del codice civile in
materia di nullità parziale?","La nullità di singole clausole del contratto
importa la nullità dell'intero contratto, se
risulta che i contraenti non lo avrebbero
concluso senza quella parte del suo contenuto
che è colpita dalla nullità.","La nullità di singole clausole del contratto
importa in ogni caso la nullità del contratto.","La nullità parziale del contratto o la nullità di
singole clausole importa in ogni caso la
nullità del contratto, non essendo possibile
che le clausole nulle siano sostituite di diritto
da norme imperative.","La nullità parziale del contratto non importa
mai la nullità del contratto."
607,"In base al disposto dell'art. 2657 del codice
civile, in merito al titolo per la trascrizione, le
sentenze e gli atti eseguiti in paese estero
devono essere legalizzati?","Sì, sempre.","No, solo nei casi previsti dalla legge.","Sì, nei casi espressamente previsti dalla legge.","No, possono essere trascritti, anche se privi di
legalizzazione."
608,"Dispone l'art. 1342 del codice civile che, se a
un contratto concluso mediante la
sottoscrizione di un formulario, predisposto
per disciplinare in maniera uniforme
determinati rapporti contrattuali, è aggiunta
una clausola, essa:","Prevale su quelle del formulario qualora sia
incompatibile con esse, anche se queste
ultime non sono state cancellate.",Si ha in ogni caso per non apposta.,"Non ha effetto se incompatibile con le
clausole del formulario.","Dev'essere riconfermata per iscritto entro
trenta giorni dalla sottoscrizione del
formulario."
609,"Che efficacia ha, ai sensi dell'art. 1974 del
codice civile, la transazione fatta su lite già
decisa con sentenza passata in giudicato?","È annullabile, quando le parti o una di esse
non ne avevano notizia.","È efficace solo se successivamente omologata
dal Tribunale.",È nulla.,"È annullabile, solo quando entrambe le parti
non ne avevano notizia."
610,"Ai sensi dell'art. 158 del codice civile, in
materia di scioglimento del matrimonio, la
separazione consensuale dei coniugi:","Non ha effetto senza l'omologazione del
giudice.","Ha sempre effetto, anche senza
l'omologazione del giudice, in quanto frutto
della concorde manifestazione di volontà.","Ha effetto solo quando vi aderiscano anche i
figli, se maggiorenni.","Ha effetto solo quando vi aderiscano anche i
figli, ancorché minorenni."
611,"Quale tra le seguenti disposizioni non è più
prevista dal vigente art. 27 del codice civile,
in materia di estinzione della persona
giuridica?","L'estinzione è dichiarata dall'autorità
governativa, su istanza di qualunque
interessato o anche d'ufficio.","Oltre che per le cause previste nell'atto
costitutivo e nello statuto, la persona giuridica
si estingue quando lo scopo è stato raggiunto.","Oltre che per le cause previste nell'atto
costitutivo e nello statuto, la persona giuridica
si estingue quando lo scopo è divenuto
impossibile.","Le associazioni si estinguono quando tutti gli
associati sono venuti a mancare."
612,"In materia di alimenti, quale tra le seguenti
affermazioni non è conforme alla disciplina
degli articoli 436, 437 e 438 del codice
civile?","Il donatario è tenuto, con precedenza su ogni
altro obbligato, a prestare gli alimenti al
donante, anche nel caso in cui si tratti di
donazione fatta in riguardo di un matrimonio
o di una donazione rimuneratoria.","L'adottante deve gli alimenti al figlio adottivo
con precedenza sui genitori di lui.","Gli alimenti possono essere chiesti solo da chi
versa in istato di bisogno e non è in grado di
provvedere al proprio mantenimento.","Il donatario non è tenuto agli alimenti oltre il
valore della donazione tuttora esistente nel
suo patrimonio."
613,"Ai sensi dell'art. 820 del codice civile sono
frutti naturali, tra gli altri:","I prodotti delle miniere, cave e torbiere.",Gli interessi dei capitali.,I canoni enfiteutici.,Il corrispettivo delle locazioni.
614,"Ai sensi dell'art. 1394 del codice civile il
contratto concluso dal rappresentante in
conflitto d'interessi col rappresentato:","Può essere annullato su domanda del
rappresentato, se il conflitto era conosciuto o
riconoscibile dal terzo.",Non può mai essere annullato.,"Può essere annullato solo su domanda del
terzo se il conflitto era conosciuto o
riconoscibile da questo.","Può essere annullato su domanda del
rappresentato solo se il conflitto era
conosciuto dal terzo."
615,"Dispone l'art. 1442 del codice civile che,
quando l'annullabilità del contratto dipende
da vizio del consenso, l'azione di
annullamento:","Si prescrive in cinque anni dal giorno in cui è
stato scoperto l'errore o il dolo.",È imprescrittibile.,"Si prescrive in cinque anni dalla conclusione
del contratto.","Si prescrive in dieci anni dal giorno in cui è
stato scoperto l'errore o il dolo."
616,"Indicare quale/i delle seguenti affermazioni
non è/sono conforme/i al disposto dell'art.
1660 del codice civile, in materia di appalto:
1) Se per l'esecuzione dell'opera a regola
d'arte è necessario apportare variazioni al
progetto e le parti non si accordano, spetta al
giudice di determinare le variazioni da
introdurre e le correlative variazioni del
prezzo; 2) Se l'importo delle variazioni supera
il quinto del prezzo complessivo convenuto,
l'appaltatore può recedere dal contratto e può
ottenere, secondo le circostanze, un'equa
indennità; 3) Se le variazioni sono di notevole
entità, il committente può recedere dal
contratto senza corrispondere alcun
indennizzo.",La n. 2 e la n. 3.,La n. 1 e la n. 2.,La n. 1 e la n. 3.,Tutte le tre affermazioni.
617,"Le clausole d'uso, ai sensi dell'art. 1340 del
codice civile, s'intendono inserite nel
contratto:","Se non risulta che non sono state volute dalle
parti.","Di diritto, anche in sostituzione delle clausole
difformi apposte dalle parti.","Anche se risulta che non sono state volute
dalle parti.",Solo se richieste dalle parti.
618,"A norma dell'art. 2942 del codice civile, la
prescrizione rimane sospesa contro i minori
non emancipati e gli interdetti per infermità
di mente, per il tempo in cui non hanno
rappresentante legale e:","Per sei mesi successivi alla nomina del
medesimo o alla cessazione dell'incapacità;.","Per tre mesi successivi alla nomina del
medesimo o alla cessazione dell'incapacità;.","Per un anno successivo alla nomina del
medesimo o alla cessazione dell'incapacità;.","Per diciotto mesi successivi alla nomina del
medesimo o alla cessazione dell'incapacità;."
619,"A norma dell'art. 2645 del codice civile, in
materia di trascrizione degli atti relativi ai
beni immobili, è corretto affermare che deve
rendersi pubblico, agli effetti previsti dall'art.
2644, ogni atto o provvedimento che produce
in relazione a beni immobili o a diritti
immobiliari taluno degli effetti dei contratti
menzionati nell'art. 2643?","Sì, salvo che dalla legge risulti che la
trascrizione non è richiesta o è richiesta a
effetti diversi.","No, in nessun caso.","Sì, sempre.","No, salvo i casi tassativi in cui la legge
richieda la trascrizione."
620,"Il riconoscimento del diritto proveniente dalla
persona contro la quale si deve far valere il
diritto soggetto a decadenza può impedirne la
decadenza, a norma dell'art. 2966 del codice
civile?","Si, qualora si tratti di un termine stabilito dal
contratto o da una norma di legge relativa a
diritti disponibili.","Si, ma solo nel caso in cui il termine sia
stabilito da una norma di legge relativa a
diritti disponibili.","No, dispone l'art. 2966 del codice civile che
la decadenza non è impedita se non dal
compimento dell'atto previsto dalla legge o
dal contratto.","No, mai."
621,"Se uno dei condebitori solidali ha corrisposto
al creditore l'intera prestazione, può esercitare
l'azione di regresso nei confronti degli altri
condebitori, ai sensi dell'art. 1299 del codice
civile?","Si, per la parte spettante a ciascuno di essi.","No, salvo che l'obbligazione sia stata assunta
nell'interesse esclusivo degli altri condebitori.","No, lo esclude espressamente l'art. 1299 del
c.c.","No, l'azione di regresso è ammessa solo per le
obbligazioni indivisibili."
622,"Quale è la distanza che, ai sensi dell'art. 889
del codice civile, bisogna osservare per i tubi
d'acqua pura o lurida, per quelli di gas e simili
e loro diramazioni?",Almeno un metro dal confine.,Almeno due metri dal confine.,Almeno tre metri dal confine.,Almeno quattro metri dal confine.
623,"In tema di costituzione ed effetti dell'ipoteca,
dispone l'art. 2808 del codice civile che:","L'ipoteca può essere legale, giudiziale o
volontaria.","L'ipoteca non attribuisce al creditore il diritto
di espropriare i beni vincolati a garanzia del
suo credito.",L'ipoteca può essere solo legale o giudiziale.,L'ipoteca può essere solo legale o volontaria.
624,"La prescrizione biennale di cui all'art. 2947,
comma 2, del codice civile:","Si riferisce a tutte le ipotesi di danni prodotti
dalla circolazione dei veicoli di ogni specie.","Si riferisce alle sole ipotesi di danni prodotti
dal fatto illecito di una persona che circola
con un autoveicolo.","È applicabile all'azione civile anche se il fatto
è considerato dalla legge come reato e per il
reato è stabilita una prescrizione più lunga.","Si riferisce a tutte le ipotesi di danni prodotti
dalla circolazione dei veicoli di ogni specie,
eccettuati quelli delle forze dell'ordine, dei
magistrati e dei diplomatici."
625,"Quando un nuovo debitore è sostituito a
quello originario che, pertanto, viene liberato
(art. 1235 del codice civile) si ha estinzione
dell'obbligazione originaria per:",Novazione soggettiva.,Remissione.,Compensazione.,Novazione oggettiva.
626,"L'art. 1325 del codice civile descrive gli
elementi essenziali del contratto. Essi sono:","L'accordo delle parti, la causa, l'oggetto e la
forma, quando risulta prescritta dalla legge
sotto pena di nullità.","Le parti, la causa, l'oggetto e la forma, in tutti
i casi.","L'accordo delle parti, la motivazione e
l'oggetto; la forma costituisce requisito del
contratto esclusivamente quando le parti
espressamente la considerano essenziale a
pena di nullità.","L'accordo delle parti, l'oggetto, il prezzo e il
luogo di stipulazione."
627,"È consentita ai sensi dell'art. 166-bis del
codice civile la stipula di una convenzione di
costituzione in dote?","No, è nulla ogni convenzione che comunque
tenda alla costituzione di beni in dote.","No, e la convenzione eventualmente stipulata
è annullabile.","Sì, nei soli casi espressamente previsti
dall'art. 166-bis.","Sì, sempre."
